"Incident","Location","Reported","Occurred","Comments","Disposition","ID","report_date","lat","long"
"Information / Armed Robbery","4104 S. Ellis, Chicago, IL","3/3/24 9:03 PM","3/3/24 9:00 PM","An unknown suspect, armed with a handgun, exited a parked vehicle and took property from a victim walking on the sidewalk off-campus / Referred to CPD","Referred","2024-008410","3/3/24",41.8197527523382,-87.6025395655248
"Theft","1414 E. 59th St., Chicago, IL","3/4/24 3:27 PM","2/29/24 7:00 PM to 11:00 PM","Unattended, unsecured wallet taken from counter in common area of the building","Open","24-00221","3/4/24",41.7879151799158,-87.5910931385544
"Battery","5656 S. Maryland, Chicago, IL","3/4/24 4:59 PM","3/4/24 3:30 PM","A patient physically assaulted a staff member / The suspect was released from the hospital and Arrested by UCPD on 3/5/24","Arrest","24-00222","3/4/24",41.7921342041933,-87.6050329683429
"Information / Theft","1554 E. 55th St., Chicago, IL","3/4/24 3:48 PM","3/4/24 3:45 PM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-008513","3/4/24",41.7952934540188,-87.588744563006
"Theft","5815 S. Maryland, Chicago, IL","3/6/24 11:36 AM","3/1/24 to 3/6/24 3:00 PM to 11:30 AM","ID cards and clothing taken from patient's room","Open","24-00227","3/6/24",41.7892235237279,-87.6048750409761
"Theft","1131 E. 57th St., Chicago, IL","3/6/24 5:28 PM","3/6/24 4:00 PM to 5:00 PM","Unattended, unsecured iPhone placed on table was taken by unknown person","Open","24-00228","3/6/24",41.791368308047,-87.5983277853494
"Information / Theft","1375 E. 53rd St., Chicago, IL","3/6/24 8:20 PM","3/6/24 8:15 PM","License plate taken from car parked on the street off-campus / Referred to CPD","Referred","2024-008821","3/6/24",41.799452061893,-87.5920342974874
"Motor Vehicle Theft","5601 S. Cottage Grove, Chicago, IL","3/7/24 8:02 AM","3/7/24 2:00 AM to 2:05 AM","Unknown persons took 2 ATVs from the secured UC Facilities yard","Open","24-00229","3/7/24",41.7930998639609,-87.6061109159277
"Information / Robbery","5500 S. Everett, Chicago, IL","3/8/24 7:16 AM","3/8/24 4:30 AM","Delayed Report - Two unknown suspects physically assaulted victim walking on the sidewalk off-campus and took victim's property before fleeing on foot / CPD case JH179818","CPD","2024-008992","3/8/24",41.7951867494424,-87.5826111022179
"Information / Theft","1346 E. 53rd St., Chicago, IL","3/8/24 2:13 PM","3/8/24 2:05 PM","Unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-009038","3/8/24",41.7995504422237,-87.593062823983
"Information / Motor Vehicle Theft","4900 S. Kimbark, Chicago, IL","3/11/24 2:39 PM","3/7/24 4:00 AM to 10:30 AM","Parked and secured Nissan Maxima was taken from the street off-campus / CPD case JH178848","CPD","2024-009438","3/11/24",41.8059603298011,-87.5952299131329
"Armed Robbery","5640 S. Ellis, Chicago, IL","3/11/24 11:24 PM","3/11/24 11:16 PM","An unknown suspect armed with a handgun took property from a person sitting in their vehicle / The suspect reentered a waiting silver Nissan, IL plate CV49095 that drove southbound on Ellis","Open","24-00242","3/11/24",41.7924574811885,-87.6014044605134
"Information / Theft from Motor Vehicle","5649 S. Dorchester, Chicago, IL","3/12/24 7:10 AM","3/10/24 to 3/12/24 9:00 PM to 6:45 AM","Catalytic converter taken from a 2008 Honda parked on the street off-campus / Referred to CPD","Referred","2024-009526","3/12/24",41.792433181459,-87.591540473735
"Theft","5656 S. Maryland, Chicago, IL","3/12/24 3:00 PM","3/3/24 to 3/4/24 11:00 AM to 6:00 PM","Patient reported earrings taken while in the hospital","Open","24-00243","3/12/24",41.7921342041933,-87.6050329683429
"Domestic Battery","5611 S. Stony Island, Chicago, IL","3/12/24 5:27 PM","3/12/24 5:25 PM","A parent was arrested by UCPD officers for beating her child / Victim taken into protective custody and transported to UCMED for examination and treatment","Arrest","24-00245","3/12/24",41.7931508798515,-87.5865713542411
"Information / Theft from Person","5411 S. Ellis, Chicago, IL","3/13/24 4:19 AM","3/12/24 6:30 PM","Two unknown suspects took phone from victim's hand before fleeing on foot / Referred to CPD","Referred","2024-009636","3/13/24",41.7976130680444,-87.6011869929649
"Information / Motor Vehicle Theft","5000 S. Cornell, Chicago, IL","3/13/24 10:34 AM","3/13/24 1:30 AM","Two unknown suspects broke window of parked, secured 2022 Dodge Durango and drove off / CPD case JH186143","CPD","2024-009666","3/13/24",41.8042948532389,-87.5865577572846
"Theft","5706 S. University, Chicago, IL","3/13/24 12:11 PM","3/12/24 5:00 PM","Unattended, unsecured iPhone taken from desk","Open","24-00249","3/13/24",41.7913192139924,-87.5981484468342
"Information / Theft from Person","5411 S. Ellis, Chicago, IL","3/13/24 4:19 AM","3/12/24 6:30 PM","Two unknown suspects took phone from victim's hand before fleeing on foot / Referred to CPD","Referred","2024-009636","3/13/24",41.7976130680444,-87.6011869929649
"Information / Motor Vehicle Theft","5000 S. Cornell, Chicago, IL","3/13/24 10:34 AM","3/13/24 1:30 AM","Two unknown suspects broke window of parked, secured 2022 Dodge Durango and drove off / CPD case JH186143","CPD","2024-009666","3/13/24",41.8042948532389,-87.5865577572846
"Theft","5706 S. University, Chicago, IL","3/13/24 12:11 PM","3/12/24 5:00 PM","Unattended, unsecured iPhone taken from desk","Open","24-00249","3/13/24",41.7913192139924,-87.5981484468342
"Information / Battery","1755 E. 55th St., Chicago, IL","3/14/24 4:10 PM","3/14/24 4:05 PM","Disturbance in off-campus tavern was documented by CPD","CPD","2024-009825","3/14/24",41.7951968622337,-87.5814391588306
"Theft","1100 E. 57th St., Chicago, IL","3/15/24 11:09 PM","3/15/24 2:30 PM to 11:00 PM","An unsecured bicycle was taken from the bike rack","Open","24-00257","3/15/24",41.791485370518,-87.5981525434927
"Information / Armed Robbery","5536 S. Blackstone, Chicago, IL","3/16/24 10:03 PM","3/16/24 10:02 PM","Four people walking on the sidewalk off-campus were confronted by 3 unknown suspects armed with handguns / The suspects demanded and took property from the victims before fleeing to a waiting vehicle / CPD case JH190554","CPD","2024-010046","3/16/24",41.7942435093518,-87.5903923254787
"Information / Armed Robbery","5536 S. Blackstone, Chicago, IL","3/16/24 10:03 PM","3/16/24 10:02 PM","Four people walking on the sidewalk off-campus were confronted by 3 unknown suspects armed with handguns / The suspects demanded and took property from the victims before fleeing to a waiting vehicle / CPD case JH190554","CPD","2024-010046","3/16/24",41.7942435093518,-87.5903923254787
"Theft from Motor Vehicle","6027 S. Ingleside, Chicago, IL","3/17/24 4:38 PM","3/17/24 12:30 AM to 3:00 PM","Catalytic converter taken from a 2017 Hyundai parked in the lot","Open","24-00264","3/17/24",41.7851109349988,-87.6027172491761
"Theft","1100 E. 57th St., Chicago, IL","3/17/24 8:09 PM","3/17/24 1:20 PM to 7:30 PM","Secured bicycle taken from bike rack","Open","24-00265","3/17/24",41.791485370518,-87.5981525434927
"Theft","1100 E. 57th St., Chicago, IL","3/17/24 9:50 PM","3/17/24 2:00 PM to 9:00 PM","Secured bicycle taken from bike rack","Open","24-00267","3/17/24",41.791485370518,-87.5981525434927
"Information / Armed Robbery","5400 S. Kimbark, Chicago, IL","3/17/24 11:12 PM","3/17/24 11:00 PM","Four unknown suspects, armed with handguns, exited a vehicle and took property from two people walking on the sidewalk off-campus / Suspects reentered the vehicle and fled / CPD case JH191773","CPD","2024-010168","3/17/24",41.7979501431822,-87.5950676466966
"Theft from Motor Vehicle","6027 S. Ingleside, Chicago, IL","3/17/24 4:38 PM","3/17/24 12:30 AM to 3:00 PM","Catalytic converter taken from a 2017 Hyundai parked in the lot","Open","24-00264","3/17/24",41.7851109349988,-87.6027172491761
"Theft","1100 E. 57th St., Chicago, IL","3/17/24 8:09 PM","3/17/24 1:20 PM to 7:30 PM","Secured bicycle taken from bike rack","Open","24-00265","3/17/24",41.791485370518,-87.5981525434927
"Theft","1100 E. 57th St., Chicago, IL","3/17/24 9:50 PM","3/17/24 2:00 PM to 9:00 PM","Secured bicycle taken from bike rack","Open","24-00267","3/17/24",41.791485370518,-87.5981525434927
"Information / Armed Robbery","5400 S. Kimbark, Chicago, IL","3/17/24 11:12 PM","3/17/24 11:00 PM","Four unknown suspects, armed with handguns, exited a vehicle and took property from two people walking on the sidewalk off-campus / Suspects reentered the vehicle and fled / CPD case JH191773","CPD","2024-010168","3/17/24",41.7979501431822,-87.5950676466966
"Information / Theft","5220 S. Kimbark, Chicago, IL","3/18/24 11:35 AM","3/16/24 to 3/17/24 12:00 PM to 2:00 PM","Rear tire taken from bicycle secured to a pole off-campus / Referred to CPD","Referred","2024-010240","3/18/24",41.8007131706947,-87.5951290569024
"Theft","5550 S. University, Chicago, IL","3/18/24 8:16 PM","3/18/24 12:00 PM to 8:00 PM","Secured NIU electric scooter taken from bike rack","Open","24-00271","3/18/24",41.7941331951515,-87.5982180675838
"Information / Theft","5220 S. Kimbark, Chicago, IL","3/18/24 11:35 AM","3/16/24 to 3/17/24 12:00 PM to 2:00 PM","Rear tire taken from bicycle secured to a pole off-campus / Referred to CPD","Referred","2024-010240","3/18/24",41.8007131706947,-87.5951290569024
"Theft","5550 S. University, Chicago, IL","3/18/24 8:16 PM","3/18/24 12:00 PM to 8:00 PM","Secured NIU electric scooter taken from bike rack","Open","24-00271","3/18/24",41.7941331951515,-87.5982180675838
"Information / Theft","5220 S. Kimbark, Chicago, IL","3/18/24 11:35 AM","3/16/24 to 3/17/24 12:00 PM to 2:00 PM","Rear tire taken from bicycle secured to a pole off-campus / Referred to CPD","Referred","2024-010240","3/18/24",41.8007131706947,-87.5951290569024
"Theft","5550 S. University, Chicago, IL","3/18/24 8:16 PM","3/18/24 12:00 PM to 8:00 PM","Secured NIU electric scooter taken from bike rack","Open","24-00271","3/18/24",41.7941331951515,-87.5982180675838
"Assault","5758 S. Maryland , Chicago, IL","3/19/24 9:13 AM","3/19/24 9:12 AM","During a discussion over a parking space, one person placed the other in fear for his safety / Suspect drove off","Open","24-00273","3/19/24",41.7900568775107,-87.6050118634646
"Assault","5758 S. Maryland , Chicago, IL","3/19/24 9:13 AM","3/19/24 9:12 AM","During a discussion over a parking space, one person placed the other in fear for his safety / Suspect drove off / Subsequent to follow up investigation, the complainant stated they were not placed in fear during the discussion","Unfounded","24-00273","3/19/24",41.7900568775107,-87.6050118634646
"Sexual Assault / Fondling","5500 S. University, Chicago, IL","3/20/24 3:03 PM","3/6/24 time not specified","DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was fondled by a known person / Due to confidentiality of reporting, limited information is available regarding this incident","No Investigation Referred to Title IX Coordinator","CSA Report    24-007","3/20/24",41.7950182529071,-87.59819830175
"Information / Motor Vehicle Theft","1327 E. 61st St., Chicago, IL","3/20/24 6:18 PM","3/20/24 1:55 PM","Secured 2020 Nissan Maxima parked on the street was taken by unknown person / CPD case JH195364","CPD","2024-010579","3/20/24",41.7841358648128,-87.5936736925984
"Sexual Assault / Fondling","5500 S. University, Chicago, IL","3/20/24 3:03 PM","3/6/24 time not specified","DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was fondled by a known person / Due to confidentiality of reporting, limited information is available regarding this incident","No Investigation Referred to Title IX Coordinator","CSA Report    24-007","3/20/24",41.7950182529071,-87.59819830175
"Information / Motor Vehicle Theft","1327 E. 61st St., Chicago, IL","3/20/24 6:18 PM","3/20/24 1:55 PM","Secured 2020 Nissan Maxima parked on the street was taken by unknown person / CPD case JH195364","CPD","2024-010579","3/20/24",41.7841358648128,-87.5936736925984
"Sexual Assault / Fondling","5500 S. University, Chicago, IL","3/20/24 3:03 PM","3/6/24 time not specified","DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was fondled by a known person / Due to confidentiality of reporting, limited information is available regarding this incident","No Investigation Referred to Title IX Coordinator","CSA Report    24-007","3/20/24",41.7950182529071,-87.59819830175
"Information / Motor Vehicle Theft","1327 E. 61st St., Chicago, IL","3/20/24 6:18 PM","3/20/24 1:55 PM","Secured 2020 Nissan Maxima parked on the street was taken by unknown person / CPD case JH195364","CPD","2024-010579","3/20/24",41.7841358648128,-87.5936736925984
"Sexual Assault / Fondling","5500 S. University, Chicago, IL","3/20/24 3:03 PM","3/6/24 time not specified","DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was fondled by a known person / Due to confidentiality of reporting, limited information is available regarding this incident","No Investigation Referred to Title IX Coordinator","CSA Report    24-007","3/20/24",41.7950182529071,-87.59819830175
"Information / Motor Vehicle Theft","1327 E. 61st St., Chicago, IL","3/20/24 6:18 PM","3/20/24 1:55 PM","Secured 2020 Nissan Maxima parked on the street was taken by unknown person / CPD case JH195364","CPD","2024-010579","3/20/24",41.7841358648128,-87.5936736925984
"Sexual Assault / Fondling","5500 S. University, Chicago, IL","3/20/24 3:03 PM","3/6/24 time not specified","DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was fondled by a known person / Due to confidentiality of reporting, limited information is available regarding this incident","No Investigation Referred to Title IX Coordinator","CSA Report    24-007","3/20/24",41.7950182529071,-87.59819830175
"Information / Motor Vehicle Theft","1327 E. 61st St., Chicago, IL","3/20/24 6:18 PM","3/20/24 1:55 PM","Secured 2020 Nissan Maxima parked on the street was taken by unknown person / CPD case JH195364","CPD","2024-010579","3/20/24",41.7841358648128,-87.5936736925984
"Information / Theft","1554 E. 55th St., Chicago, IL","3/22/24 10:55 AM","3/22/24 10:50 AM","An unknown subject took merchandise from the off-campus store without paying / Referred to CPD","Referred","2024-010781","3/22/24",41.7952934540188,-87.588744563006
"Information / Theft","4900 S. Dorchester, Chicago, IL","3/23/24 10:01 AM","3/23/24 9:30 AM","Wallet taken from unsecured car parked on the street off-campus / Referred to CPD","Referred","2024-010929","3/23/24",41.8059963296158,-87.5919899141268
"Theft","5656 S. Maryland, Chicago, IL","3/23/24 1:27 PM","3/23/24 1:00 PM","Victim reported theft of a purse / The purse was found in the possession of another person / Victim declined prosecution","Ex. Cleared","24-00285","3/23/24",41.7921342041933,-87.6050329683429
"Information / Theft","4900 S. Dorchester, Chicago, IL","3/23/24 10:01 AM","3/23/24 9:30 AM","Wallet taken from unsecured car parked on the street off-campus / Referred to CPD","Referred","2024-010929","3/23/24",41.8059963296158,-87.5919899141268
